"id";"title";"sentence";"subject1";"subject2";"subject3";"subject_notsure";"suggested_subject";"type1";"type2";"type3";"type_notsure";"suggested_type"
"1507";;"سلامدوست ما برای استخدام از بنده مدارک کد ملی و شناسنامه و آدرس و تلفن و مدرک تحصیلی ما را برای استخدام خواست که در مراکز یا شرکت های دولتی نظامی و خصوصی که نیاز به استخدامی دارند تحویل دهدو من هم دادم. از واسطه ایی شنیدم که با مدارکی که عرض کردم خواهان گرفتن وام و نیز سوء استفاده هایی به هر عنوان و شکلی از مدارک بنده شده است.در ضمن مدارکی به اون فرد دادم همه کپی و یکیشون که مدرک تحصیلیم بود, کپیه کپی برابر اصل(که در اسناد رسمی کپی برابر اصل کردم) بود.حالا سوالم:1)آیا میتونه استفاده ای (مثلا وام یا جواز یا برای پر کردن یا گرفتن چک و سفته یا حتی در کارهای خلاف و غیر قانونی یا...)از مدارک بنده بکنه به هرنوعی و شکلی و هرجایی تحت هر عنوانی(چه دولتی-خصوصی-نظامی) و مهمتر اینکه اصلا از کجا میشه مطمئن شد (مراکزی یا کلانتری یا دادگاهی یا بانک یا بانک هایی یا سایتی یا محل خاصی یا...)که تا حالا استفادهای نکرده و در آینده نخواهد توانست. یا مدارکم را به دست کسه دیگه ای نده برای هر نوع سوء استفاده ؟چون اون واسطه تقریبآ مطمئن بود داره با مدارک بنده یه کارایی داره میکنه!!!2)اصلا زمانی که از این جور مشکلات پیش میاد , اصلا مدارک کپی گم میکنیم حتی اگر اون مدرک رو کپی برابر اصل کرده باشیم نیاز هست به کلانتری خبر بدیم و صورت جلسه ایی پر بشه یا کپی مدارک در هیچ ارگانی برای هیچ کاری مهم و سندیت نداره(حتی برای گرفتن چک کپی قبول نیست با توجه به این که مثلا پشت نویسی چک اگر کد ملی بخواد از کپی و شمارش هم میشه استفاده کردو...) , و نیاز به صورت جلسه نیست و خیالمون راحت باشه و تنها زمانی نیاز به صورت جلسه پلیس و کلانتری هست که مدرک اصل باشه و نه کپی؟";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1508";;"با سلام .این جانب و برادرانم در سال 92 اقدام به تقسیم زمینی با عموزادهایمان کردیم(زمین مال شراکتی بین پدر و عمویمان بود) و صورتجلسه ای نیز تنظیم و امضا کردیم اما پسر عموهایمان حاضر به امضا صورت جلسه نبودند و آن را امضا نکردند(چون پدرشان سه قطعه زمین داشت و پسران دو قطعه بهتر را بین خود تقسیم کرده و قطعه کم ارزشتر(زمین فوق الذکر) را با رضایت خواهران به آنها دادند) و ما به ناچار با دختر عموها تقسیم نامه را امضا نمودیم و دخترعموها نیز به ظاهر راضی بودند. اما در فروردین 95 دختر عموها اقدام به کندن 30 اصله نهال ما نمودند و گفتند ما به این زمین راضی نیستیم و حق ";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1509";;"سلام خسته نباشید خواهش میكنم ازتون كه منو راهنمائی كنید امیدوارم خدا هم همیشه شما رو همراهی كنه در هر شرایطی من دختری 28 ساله هستم پدرم سه سال پیش زنی رو صیغه كرد كه مامانم به گذشت و صبر زیادی كه داشت با تمام سختی هایی كه كشیدیم (ما دو فرزند هستیم) بلاخره پدرم پشیمون شد و اون زن رو ول كرد و به خونه برگشت ولی اون زن الان مهریه خودشو كه 250 سكه هس اجرا گذاشته و به صورت تامین اموال. هنوز ابلاغیه نیومده . تو رو خدا دقیق بهم بگید چون من یه هفته هس كه دارم توی اینترنت میگردم وگرنه اصلا دوست ندارم وقت كسی رو بگیرم و باعث زحمت بشم ولی به سختی چند نكته رو متوجه شدم ";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1510";;"با سلام.آپارتمان محل سکونت بنده در یک کوچه بن بست است، که البته پارکینگ ندارد، همسایه ها اجازه پارک ماشین به من نمیدهند و مدعی هستند که جای پارک ایشان است، و حتی تهدید به شکایت می کنند، البته ماشین یکی از آنها درست زیر پنجره آپارتمان من پارک می شود که جلوی درب خانه آنها هم هست، و دیگری که در واحد دیگری از آپارتمان خودمان است مدعی است که ما چون پارگینگ نداریم اجازه پارک در روبروی آپارتمان را نداریم، البته پارک به هیچ عنوان جلوی رفت و آمد و ورد و خروج به پارکینگ را نمیگیرد، آیا آنها می توانند قانونا چنین ادعایی داشته باشند؟و اگر نمی توانند چگونه و بر";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1511";;"سلام وتحیت ضمن عرض خسته نباشید در ادامه سوال قبلی (مبنی بر اخذ سود مازاد بانک مرکزی) میخاستم بدونم باتوجه که مبلغ وام 45 میلیون تومن بوده است وتقریبا تا الاان نصفش پرداخت شده باید به شورای حل اختلاف برم یا دادگاه و اینکه در دادخواست عنوان را چی بزنم";"حقوق/قانون";"اقتصاد";;"0";;"نظر";;;"0";
"1512";;"سلام وتحیات درسوالی از حضرتعالی پرسیده بودم که بانک بابت تسهیلات سود بالاتر از نرخ شورای پول واعتبار گرفته است که فرموده بودید میتونید شکایت کنیدسوالم اینه که آیا کل قرارداد با توجه به دریافت سود بیشتر از مشتری بوده باطل میشه ( کل سود دریافتی بانک باطل میشه ) و ثانیا اینکه باید عنوان دادخواست را چی بدم ؟ ممنون از پاسختون";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1513";;"سلام.از من به جرم مزاحمت تلفنی شکایت کردن.گفته شده که صاحب گوشی من بودم وسیگنال ردیابی منزل منو نشون داده ایا من مقصرم؟درصورتی که مالک سیم کارت من نبودم";"حقوق/قانون";;;"0";;"بله/خیر";;;"0";
"1514";;"ماشین را وکالتی از کسی خریدم و قول نامه با کسی دیگر دارم حال ماشین مسروقه می باشد طرف من کسی است که وکالت داده و با وکالت او ماشین را به اسم کردم یا کسی که قولنامه ای ماشین را از او خریدم هنگام رجوع برای گرفتن پول به کدام یک مراجعه کنم و از کدام یک شکایت کنم";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1515";;"سلام کارشناس محترممهریه ام قسط بندی شد با وضعیت فعلی شوهرم اما 1 سال پیش شوهرم ملک داشته منتقل کرده بنام غیر الان حکم هم به تقسیط صادر شده است در مورد وضعیت گذشته شوهرم 1 سال پیش از چه دادگاه یا مرجعی اقدام کنم که استعلام گذشته اش صورت بگیره که در وضعیت ایسار بوده یعنی توانایی مالی داشته چه کنم لطفا کمک کنید به کدام مرجع مراجعه کنم الان حکم هم به تقسیط بلند مدت صادر شده ممنون هستم کمک کنید چه لایحه ای بنویسم";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1516";;"سلام سه سال است که همسایه زمینم مرا بخاطر اختلاف بر حدومرز شکایت کرده و از همان موقع حکم توقیف زمین مرا از قاضی گرفته و باوجودی که دادستان به نفع من رای داده قاضی شعبه حقوقی هم دستور توقیف راتمدید کرد و همچنان این مزاحمت ادامه دارد چطور میتوانم از دست طولانی شدن زمان توقیف نجات پیدا کنم";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1517";;"باسلام واحترام پدرم کارمندبازنشسته بیمارستان بودن والان حدود2 ماهه که متاسفانه فوت کرد ن پدرپدرم یعنی پدربزرگم درقیدحیات هستن ومادودخترمجردهستیم که بامادرم زندگی می کنیم طبق قانون چون فرزندزودترازپدرفوت کرده بنابراین پدراز حقوق فرزندسهم میبره حالا سوالم ازشمااینه که ایا من ومادرم میتونیم کاری بکنیم که حق پدربزرگم ازحقوق بازنشستگی پدر م روبه حساب خودمون واریزکنن یاخیرلطف بگیدکه اگه بخایم سهم پدربزرگمون ازحقوق بازنشستگی پدرم روخودمون یعنی من ومادرم که فرزندوهمسر ان مر حوم هستیم بگیریم چه کاربایدبکنیم ایاراهی هست لطفا کامل توضیح دهیدسپا";"حقوق/قانون";;;"0";;"نظر";;;"0";
