;term;TF-IDF;num_q;f_in_q
8961;ذرت;405.094548539;1.0;[[1807, 1]]
8962;مکزیکی;405.094548539;1.0;[[1807, 1]]
8963;آلوچه;157.536768876;1.0;[[1808, 1]]
8964;آلبالو;157.536768876;1.0;[[1808, 1]]
8965;حیدری;315.073537752;1.0;[[1809, 1]]
8966;اوا;32.5938142502;1.0;[[1811, 1]]
8967;اردیبهشت;32.5938142502;1.0;[[1811, 1]]
8968;تور;1227.83308318;11.0;[[1811, 1], [1816, 1], [1997, 1], [2021, 1], [2025, 1], [2032, 1], [2033, 1], [2034, 1], [2045, 1], [2053, 1], [2058, 1]]
8969;اونجا;159.148407489;2.0;[[1811, 1], [1817, 1]]
8970;خیابوناشو;32.5938142502;1.0;[[1811, 1]]
8971;تجربیات;32.5938142502;1.0;[[1811, 1]]
8972;اختیارم;32.5938142502;1.0;[[1811, 1]]
8973;بذارینبا;32.5938142502;1.0;[[1811, 1]]
8974;بوووووووووووووووووووووووو;32.5938142502;1.0;[[1811, 1]]
8975;وووووووووووووووووووس;32.5938142502;1.0;[[1811, 1]]
8976;نظرسنجی;114.86204803;3.0;[[1812, 1], [1826, 1], [1831, 1]]
8977;بگذارید;244.665834964;2.0;[[1812, 1], [2678, 1]]
8978;بهار;101.273637135;1.0;[[1812, 1]]
8979;پاتایا;669.259152881;4.0;[[1814, 1], [2051, 1], [2055, 1], [2062, 1]]
8980;ویستا;91.4729625732;1.0;[[1814, 1]]
8981;دوستانی;115.43541744;2.0;[[1814, 1], [1827, 1]]
8982;اقامت;91.4729625732;1.0;[[1814, 1]]
8983;کنیداین;91.4729625732;1.0;[[1814, 1]]
8984;فری;91.4729625732;1.0;[[1814, 1]]
8985;شارژه;91.4729625732;1.0;[[1814, 1]]
8986;تبادل;405.094548539;1.0;[[1815, 1]]
8987;سفري;405.094548539;1.0;[[1815, 1]]
8988;ارزون;105.024512584;1.0;[[1816, 1]]
8989;میدین;105.024512584;1.0;[[1816, 1]]
8990;ميخام;364.6756627;2.0;[[1817, 1], [1825, 1]]
8991;شهربرم;141.783091988;1.0;[[1817, 1]]
8992;اردبيل;141.783091988;1.0;[[1817, 1]]
8993;شمال;141.783091988;1.0;[[1817, 1]]
8994;كشورباور;141.783091988;1.0;[[1817, 1]]
8995;نظراتون;141.783091988;1.0;[[1817, 1]]
8996;هركجارو;141.783091988;1.0;[[1817, 1]]
8997;گفتين;141.783091988;1.0;[[1817, 1]]
8998;ميرم;141.783091988;1.0;[[1817, 1]]
8999;شهرای;60.3332306334;1.0;[[1818, 1]]
9000;ایرانو;60.3332306334;1.0;[[1818, 1]]
9001;بکر;60.3332306334;1.0;[[1818, 1]]
9002;سفرمم;60.3332306334;1.0;[[1818, 1]]
9003;700;60.3332306334;1.0;[[1818, 1]]
9004;دونفریم;60.3332306334;1.0;[[1818, 1]]
9005;باماشین;60.3332306334;1.0;[[1818, 1]]
9006;قصداریم;60.3332306334;1.0;[[1818, 1]]
9007;گردش;395.392071566;2.0;[[1819, 1], [2688, 1]]
9008;شهزی;123.289645207;1.0;[[1820, 1]]
9009;غرض;27.2659792286;1.0;[[1821, 1]]
9010;نشستیم;27.2659792286;1.0;[[1821, 1]]
9011;گفتیم;27.2659792286;1.0;[[1821, 1]]
9012;نریم;27.2659792286;1.0;[[1821, 1]]
9013;بلیط;396.097426604;3.0;[[1821, 1], [2041, 3], [2042, 1]]
9014;بلیطمون;27.2659792286;1.0;[[1821, 1]]
9015;خرم;50.2575689485;2.0;[[1821, 1], [1863, 1]]
9016;برگردیم;27.2659792286;1.0;[[1821, 1]]
9017;باس;27.2659792286;1.0;[[1821, 1]]
9018;عیدی;27.2659792286;1.0;[[1821, 1]]
9019;میدن;27.2659792286;1.0;[[1821, 1]]
9020;بیلط;27.2659792286;1.0;[[1821, 1]]
9021;ذکره;27.2659792286;1.0;[[1821, 1]]
9022;دوگانس;27.2659792286;1.0;[[1821, 1]]
9023;نظرشه;27.2659792286;1.0;[[1821, 1]]
9024;ادرس;27.2659792286;1.0;[[1821, 1]]
9025;پلیز;27.2659792286;1.0;[[1821, 1]]
9026;میریزیم;27.2659792286;1.0;[[1821, 1]]
9027;میخوریم;27.2659792286;1.0;[[1821, 1]]
9028;میخوابیم;27.2659792286;1.0;[[1821, 1]]
9029;نظراتتونو;88.6144324928;1.0;[[1822, 1]]
9030;عزيزم;25.546503061;1.0;[[1823, 1]]
9031;ماشينم;25.546503061;1.0;[[1823, 1]]
9032;تيپ٥;25.546503061;1.0;[[1823, 1]]
9033;٩٣;25.546503061;1.0;[[1823, 1]]
9034;سومين;25.546503061;1.0;[[1823, 1]]
9035;٢٠٦ي;25.546503061;1.0;[[1823, 1]]
9036;منهاي;25.546503061;1.0;[[1823, 1]]
9037;٢٠٦هاي;25.546503061;1.0;[[1823, 1]]
9038;قبليم;25.546503061;1.0;[[1823, 1]]
9039;نديده;25.546503061;1.0;[[1823, 1]]
9040;بكنم;25.546503061;1.0;[[1823, 1]]
9041;گير;25.546503061;1.0;[[1823, 1]]
9042;ليفان;25.546503061;1.0;[[1823, 1]]
9043;ايكس;25.546503061;1.0;[[1823, 1]]
9044;٦٠;25.546503061;1.0;[[1823, 1]]
9045;ساندروي;25.546503061;1.0;[[1823, 1]]
9046;جيلي;25.546503061;1.0;[[1823, 1]]
9047;قياس;25.546503061;1.0;[[1823, 1]]
9048;چيزهايي;25.546503061;1.0;[[1823, 1]]
9049;اينهاست;25.546503061;1.0;[[1823, 1]]
9050;صدايي;25.546503061;1.0;[[1823, 1]]
9051;نفوذ;25.546503061;1.0;[[1823, 1]]
9052;قطعات;109.58286406;2.0;[[1823, 1], [2733, 1]]
9053;دردسر;25.546503061;1.0;[[1823, 1]]
9054;سنجي;72.2461615228;1.0;[[1824, 4]]
9055;عالي;18.0615403807;1.0;[[1824, 1]]
9056;كشوراي;18.0615403807;1.0;[[1824, 1]]
9057;مرسوم;18.0615403807;1.0;[[1824, 1]]
9058;معتبرترين;18.0615403807;1.0;[[1824, 1]]
9059;مراكز;18.0615403807;1.0;[[1824, 1]]
9060;آمريكا;18.0615403807;1.0;[[1824, 1]]
9061;ميشيگان;18.0615403807;1.0;[[1824, 1]]
9062;گسترده;18.0615403807;1.0;[[1824, 1]]
9063;كل;18.0615403807;1.0;[[1824, 1]]
9064;ايلات;18.0615403807;1.0;[[1824, 1]]
9065;متحده;18.0615403807;1.0;[[1824, 1]]
9066;نتايجش;18.0615403807;1.0;[[1824, 1]]
9067;خودروسازها;18.0615403807;1.0;[[1824, 1]]
9068;ميپرسن;18.0615403807;1.0;[[1824, 1]]
9069;ماشيني;36.1230807614;1.0;[[1824, 2]]
9070;دارين;54.1846211421;1.0;[[1824, 3]]
9071;چيزيش;36.1230807614;1.0;[[1824, 2]]
9072;خوشتون;18.0615403807;1.0;[[1824, 1]]
9073;بدتون;18.0615403807;1.0;[[1824, 1]]
9074;هيمن;18.0615403807;1.0;[[1824, 1]]
9075;كمپاني;18.0615403807;1.0;[[1824, 1]]
9076;اتومبيل;18.0615403807;1.0;[[1824, 1]]
9077;ميخرين;36.1230807614;1.0;[[1824, 2]]
9078;معناي;18.0615403807;1.0;[[1824, 1]]
9079;ميتونه;18.0615403807;1.0;[[1824, 1]]
9080;سمند;18.0615403807;1.0;[[1824, 1]]
9081;ميخوايم;54.1846211421;1.0;[[1824, 3]]
9082;پروتن;18.0615403807;1.0;[[1824, 1]]
9083;بخريم;18.0615403807;1.0;[[1824, 1]]
9084;برعكس;18.0615403807;1.0;[[1824, 1]]
9085;پرايد;18.0615403807;1.0;[[1824, 1]]
9086;آردي;18.0615403807;1.0;[[1824, 1]]
9087;آسترا;18.0615403807;1.0;[[1824, 1]]
9088;جورايي;18.0615403807;1.0;[[1824, 1]]
9089;راضين;18.0615403807;1.0;[[1824, 1]]
9090;وارداتي;257.787439979;1.0;[[1825, 1]]
9091;حقيقتش;257.787439979;1.0;[[1825, 1]]
9092;اسپرتش;58.4863464874;2.0;[[1826, 2], [1831, 2]]
9093;smile;42.3241612423;3.0;[[1826, 1], [1829, 1], [1831, 1]]
9094;موتوری;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9095;131;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9096;نگهش;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9097;اونطور;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9098;فابریکی;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9099;درش;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9100;بندازم;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9101;اتول;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9102;اتومبیلی;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9103;دربارش;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9104;اتومبیلها;58.4863464874;2.0;[[1826, 2], [1831, 2]]
9105;پیکان;58.4863464874;2.0;[[1826, 2], [1831, 2]]
9106;وانت;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9107;میتسوبیشی;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9108;لنسر;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9109;رنو;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9110;سپند;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9111;هوندا;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9112;سیویک;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9113;H;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9114;نسیم;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9115;کورسا;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9116;دوو;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9117;اسپیرو;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9118;141;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9119;11;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9120;تویوتا;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9121;کارینا;29.2431732437;2.0;[[1826, 1], [1831, 1]]
9122;کارکرده;75.8156343355;2.0;[[1827, 1], [1828, 1]]
9123;تعمیرات;35.0081708614;1.0;[[1827, 1]]
9124;فروشش;75.8156343355;2.0;[[1827, 1], [1828, 1]]
9125;نفهمیدیم;35.0081708614;1.0;[[1827, 1]]
9126;سواری;293.677430703;3.0;[[1827, 1], [1828, 1], [2348, 1]]
9127;hb;35.0081708614;1.0;[[1827, 1]]
9128;سرچ;95.6251765069;2.0;[[1828, 1], [1849, 1]]
9129;srch;48.0620650808;1.0;[[1828, 1]]
9130;امنیت;48.0620650808;1.0;[[1828, 1]]
9131;تعمیرگاه;48.0620650808;1.0;[[1828, 1]]
9132;بزارتمون;48.0620650808;1.0;[[1828, 1]]
9133;راهنمایتون;48.0620650808;1.0;[[1828, 1]]
9134;جاهایی;177.341788944;2.0;[[1829, 1], [1999, 1]]
9135;عرضم;17.0823002396;1.0;[[1829, 1]]
9136;حضورتون;17.0823002396;1.0;[[1829, 1]]
9137;رنج90;17.0823002396;1.0;[[1829, 1]]
9138;100میلیون;17.0823002396;1.0;[[1829, 1]]
9139;جک;17.0823002396;1.0;[[1829, 1]]
9140;اس5;17.0823002396;1.0;[[1829, 1]]
9141;اتو;17.0823002396;1.0;[[1829, 1]]
9142;دنده;17.0823002396;1.0;[[1829, 1]]
9143;وسانگ;17.0823002396;1.0;[[1829, 1]]
9144;یانگ;17.0823002396;1.0;[[1829, 1]]
9145;تیوولی;17.0823002396;1.0;[[1829, 1]]
9146;لیفان820;17.0823002396;1.0;[[1829, 1]]
9147;چری;17.0823002396;1.0;[[1829, 1]]
9148;تیگو5;17.0823002396;1.0;[[1829, 1]]
9149;هایما;17.0823002396;1.0;[[1829, 1]]
9150;اس7;17.0823002396;1.0;[[1829, 1]]
9151;ایکس33;17.0823002396;1.0;[[1829, 1]]
9152;اس6;17.0823002396;1.0;[[1829, 1]]
9153;بیشتر820;17.0823002396;1.0;[[1829, 1]]
9154;میخواهیم;17.0823002396;1.0;[[1829, 1]]
9155;ملاکم;17.0823002396;1.0;[[1829, 1]]
9156;ایناست;17.0823002396;1.0;[[1829, 1]]
9157;جاپا;17.0823002396;1.0;[[1829, 1]]
9158;اپشن;64.4210686773;2.0;[[1829, 1], [1830, 1]]
9159;خوشگل;17.0823002396;1.0;[[1829, 1]]
9160;100کیلومتر;17.0823002396;1.0;[[1829, 1]]
9161;بشکه;17.0823002396;1.0;[[1829, 1]]
9162;مثل2000;17.0823002396;1.0;[[1829, 1]]
9163;گیربکسش;17.0823002396;1.0;[[1829, 1]]
9164;اگرم;17.0823002396;1.0;[[1829, 1]]
9165;خواستیم;17.0823002396;1.0;[[1829, 1]]
9166;ضایعمون;17.0823002396;1.0;[[1829, 1]]
9167;راحتي;53.5030535806;1.0;[[1830, 1]]
9168;رانندكي;53.5030535806;1.0;[[1830, 1]]
9169;شهري;53.5030535806;1.0;[[1830, 1]]
9170;ميخواو;53.5030535806;1.0;[[1830, 1]]
9171;كرولا;53.5030535806;1.0;[[1830, 1]]
9172;٢;53.5030535806;1.0;[[1830, 1]]
9173;كمري;53.5030535806;1.0;[[1830, 1]]
9174;٢٠١٢;53.5030535806;1.0;[[1830, 1]]
9175;هزارتا;53.5030535806;1.0;[[1830, 1]]
9176;لنت;53.5030535806;1.0;[[1830, 1]]
9177;امادگی;74.6226799939;1.0;[[1832, 1]]
9178;معیارهایی;74.6226799939;1.0;[[1832, 1]]
9179;بدونه;103.558151535;2.0;[[1832, 1], [1839, 1]]
9180;پسرها;267.184336914;2.0;[[1832, 1], [2269, 1]]
9181;قزوین;24.6579290415;1.0;[[1833, 1]]
9182;پیمانکاری;308.675474089;3.0;[[1833, 1], [2633, 1], [2651, 1]]
9183;کردنم;24.6579290415;1.0;[[1833, 1]]
9184;چن;24.6579290415;1.0;[[1833, 1]]
9185;بابابزرگش;24.6579290415;1.0;[[1833, 1]]
9186;میکرد;54.4554034445;2.0;[[1833, 1], [1881, 1]]
9187;میزد;24.6579290415;1.0;[[1833, 1]]
9188;خونشون;103.380179977;2.0;[[1833, 1], [2718, 1]]
9189;میدیم;24.6579290415;1.0;[[1833, 1]]
9190;دنیام;24.6579290415;1.0;[[1833, 1]]
9191;بگو;24.6579290415;1.0;[[1833, 1]]
9192;بابام;24.6579290415;1.0;[[1833, 1]]
9193;بابابزرگه;24.6579290415;1.0;[[1833, 1]]
9194;عیبی;30.8224113018;1.0;[[1836, 1]]
9195;چهرشه;30.8224113018;1.0;[[1836, 1]]
9196;نمیشینه;30.8224113018;1.0;[[1836, 1]]
9197;خودمم;30.8224113018;1.0;[[1836, 1]]
9198;قیافه;61.6448226037;1.0;[[1836, 2]]
9199;نادیده;30.8224113018;1.0;[[1836, 1]]
9200;خانوادمم;30.8224113018;1.0;[[1836, 1]]
9201;موافقن;30.8224113018;1.0;[[1836, 1]]
9202;طرفیم;30.8224113018;1.0;[[1836, 1]]
9203;میزنن;30.8224113018;1.0;[[1836, 1]]
9204;فلانه;30.8224113018;1.0;[[1836, 1]]
9205;ایمانی;23.6305153314;1.0;[[1837, 1]]
9206;شغلشان;23.6305153314;1.0;[[1837, 1]]
9207;مدرس;183.318142271;2.0;[[1837, 1], [1953, 1]]
9208;صادقانه;23.6305153314;1.0;[[1837, 1]]
9209;مشکلاتشان;23.6305153314;1.0;[[1837, 1]]
9210;شان;23.6305153314;1.0;[[1837, 1]]
9211;فامیلی;23.6305153314;1.0;[[1837, 1]]
9212;برادرشان;23.6305153314;1.0;[[1837, 1]]
9213;دیگرشان;23.6305153314;1.0;[[1837, 1]]
9214;همسایگی;23.6305153314;1.0;[[1837, 1]]
9215;دلی;23.6305153314;1.0;[[1837, 1]]
9216;عطاریان;38.8446827366;1.0;[[1838, 1]]
9217;مزاحمتون;38.8446827366;1.0;[[1838, 1]]
9218;فراموششم;38.8446827366;1.0;[[1838, 1]]
9219;بدموقع;38.8446827366;1.0;[[1838, 1]]
9220;اونجایی;38.8446827366;1.0;[[1838, 1]]
9221;میبینمش;38.8446827366;1.0;[[1838, 1]]
9222;قلبم;38.8446827366;1.0;[[1838, 1]]
9223;وایمیسته;38.8446827366;1.0;[[1838, 1]]
9224;حرفو;38.8446827366;1.0;[[1838, 1]]
9225;فروشگاهی;38.8446827366;1.0;[[1839, 1]]
9226;شاگردی;38.8446827366;1.0;[[1839, 1]]
9227;حقوقم;38.8446827366;1.0;[[1839, 1]]
9228;نیازهای;38.8446827366;1.0;[[1839, 1]]
9229;آینده‌اش;38.8446827366;1.0;[[1839, 1]]
9230;بنمایید;38.8446827366;1.0;[[1839, 1]]
9231;محترمبنده;29.5381441643;1.0;[[1840, 1]]
9232;32;325.073280349;5.0;[[1840, 1], [1851, 1], [1896, 1], [1897, 1], [2096, 1]]
9233;استگاری;29.5381441643;1.0;[[1840, 1]]
9234;موردنظرم;29.5381441643;1.0;[[1840, 1]]
9235;تردید;29.5381441643;1.0;[[1840, 1]]
9236;صمن;29.5381441643;1.0;[[1840, 1]]
9237;میشناسم;29.5381441643;1.0;[[1840, 1]]
9238;نشست;29.5381441643;1.0;[[1840, 1]]
9239;برخواست;29.5381441643;1.0;[[1840, 1]]
9240;مسله;29.5381441643;1.0;[[1840, 1]]
9241;موضوعه;29.5381441643;1.0;[[1840, 1]]
9242;خیییلی;29.5381441643;1.0;[[1840, 1]]
9243;ممنوووون;29.5381441643;1.0;[[1840, 1]]
9244;شما1درصورتی;49.7484533293;1.0;[[1841, 1]]
9245;ارطباط;49.7484533293;1.0;[[1841, 1]]
9246;باطرف;49.7484533293;1.0;[[1841, 1]]
9247;باشی;49.7484533293;1.0;[[1841, 1]]
9248;مشخصه;49.7484533293;1.0;[[1841, 1]]
9249;عفت;49.7484533293;1.0;[[1841, 1]]
9250;2من;49.7484533293;1.0;[[1841, 1]]
9251;وبهترین;49.7484533293;1.0;[[1841, 1]]
9252;قراربدی;49.7484533293;1.0;[[1841, 1]]
9253;تشکر@;49.7484533293;1.0;[[1841, 1]]
9254;گرامی;46.8704436326;1.0;[[1842, 2]]
9255;معاف;452.725407262;2.0;[[1842, 1], [2690, 1]]
9256;موفقی;23.4352218163;1.0;[[1842, 1]]
9257;نخواهم;23.4352218163;1.0;[[1842, 1]]
9258;محلی;74.6226799939;1.0;[[1843, 1]]
9259;ازویژگی;74.6226799939;1.0;[[1843, 1]]
9260;خودمه;63.3902201615;2.0;[[1844, 1], [1848, 1]]
9261;کوچکتر;45.0105053932;1.0;[[1844, 1]]
9262;٢٣;101.273637135;1.0;[[1845, 1]]
9263;خاستگاری;101.273637135;1.0;[[1845, 1]]
9264;كوچیكترن;101.273637135;1.0;[[1845, 1]]
9265;چیكار;101.273637135;1.0;[[1845, 1]]
9266;جهان;189.044122651;1.0;[[1846, 1]]
9267;اندیشه;189.044122651;1.0;[[1846, 1]]
9268;بینمون;33.3607275267;1.0;[[1847, 1]]
9269;اختلافات;33.3607275267;1.0;[[1847, 1]]
9270;توافقی;33.3607275267;1.0;[[1847, 1]]
9271;ذهنمم;33.3607275267;1.0;[[1847, 1]]
9272;منتخب;33.3607275267;1.0;[[1847, 1]]
9273;گفتگو;265.721925004;2.0;[[1847, 1], [2582, 1]]
9274;جلسات;33.3607275267;1.0;[[1847, 1]]
9275;درسمو;24.4453606877;1.0;[[1848, 1]]
9276;کوچیکه;24.4453606877;1.0;[[1848, 1]]
9277;ندارن;24.4453606877;1.0;[[1848, 1]]
9278;اطرافیان;287.808736844;3.0;[[1848, 1], [2778, 1], [2779, 1]]
9279;اکثریت;24.4453606877;1.0;[[1848, 1]]
9280;دوراهی;24.4453606877;1.0;[[1848, 1]]
9281;3تا7خوبه;24.4453606877;1.0;[[1848, 1]]
9282;بایک;24.4453606877;1.0;[[1848, 1]]
9283;8سال;24.4453606877;1.0;[[1848, 1]]
9284;منطقی;24.4453606877;1.0;[[1848, 1]]
9285;زنداداشم;24.4453606877;1.0;[[1848, 1]]
9286;تصاویری;56.7132367954;1.0;[[1849, 1]]
9287;درگوگل;56.7132367954;1.0;[[1849, 1]]
9288;تصاویر;56.7132367954;1.0;[[1849, 1]]
9289;مانیتور;118.152576657;1.0;[[1850, 1]]
9290;رانشان;118.152576657;1.0;[[1850, 1]]
9291;هارد;304.199617143;4.0;[[1850, 1], [1852, 2], [1867, 1], [1874, 2]]
9292;ممتد;118.152576657;1.0;[[1850, 1]]
9293;پیوست;68.7576491688;2.0;[[1851, 1], [1883, 1]]
9294;ارسالی;28.0758597997;1.0;[[1851, 1]]
9295;ناشناس;28.0758597997;1.0;[[1851, 1]]
9296;شناسایی;28.0758597997;1.0;[[1851, 1]]
9297;اکسل;28.0758597997;1.0;[[1851, 1]]
9298;وورد;28.0758597997;1.0;[[1851, 1]]
9299;نمیتونه;28.0758597997;1.0;[[1851, 1]]
9300;مقایل;28.0758597997;1.0;[[1851, 1]]
9301;انتی;28.0758597997;1.0;[[1851, 1]]
9302;ویروس;93.7297800045;2.0;[[1851, 1], [1877, 3]]
9303;دیت;28.0758597997;1.0;[[1851, 1]]
9304;اسکن;28.0758597997;1.0;[[1851, 1]]
9305;ویروسی;71.0278428811;2.0;[[1851, 1], [1877, 2]]
9306;کیس;34.1646004792;1.0;[[1852, 1]]
9307;task;298.907266853;2.0;[[1852, 1], [1965, 3]]
9308;manager;34.1646004792;1.0;[[1852, 1]]
9309;اتصال;298.8097297;3.0;[[1852, 1], [2733, 1], [2735, 1]]
9310;نامعلوم;34.1646004792;1.0;[[1852, 1]]
9311;یاهو;44.3072162464;1.0;[[1853, 1]]
9312;ایمیلهای;44.3072162464;1.0;[[1853, 1]]
9313;بسیاز;44.3072162464;1.0;[[1853, 1]]
9314;جمعی;363.940429509;2.0;[[1853, 1], [2600, 1]]
9315;ایمیلهارو;44.3072162464;1.0;[[1853, 1]]
9316;بلاک;450.592912726;2.0;[[1853, 2], [2299, 1]]
9317;نیان;44.3072162464;1.0;[[1853, 1]]
9318;نشن;44.3072162464;1.0;[[1853, 1]]
9319;آدرسها;44.3072162464;1.0;[[1853, 1]]
9320;virtual;39.9388991517;1.0;[[1854, 1]]
9321;box;39.9388991517;1.0;[[1854, 1]]
9322;ایکس;39.9388991517;1.0;[[1854, 1]]
9323;میهمان;39.9388991517;1.0;[[1854, 1]]
9324;میزبان;39.9388991517;1.0;[[1854, 1]]
9325;بیاورم;271.725618732;2.0;[[1854, 1], [1968, 1]]
9326;Ping;39.9388991517;1.0;[[1854, 1]]
9327;بتوانید;39.9388991517;1.0;[[1854, 1]]
9328;شومبا;39.9388991517;1.0;[[1854, 1]]
9329;دسکتاپ;35.0081708614;1.0;[[1855, 1]]
9330;بازکرده;35.0081708614;1.0;[[1855, 1]]
9331;یوزر;35.0081708614;1.0;[[1855, 1]]
9332;پسوردو;35.0081708614;1.0;[[1855, 1]]
9333;کوزه;35.0081708614;1.0;[[1855, 1]]
9334;گری;267.225495567;2.0;[[1855, 1], [2231, 1]]
9335;47;69.1624838968;1.0;[[1857, 1]]
9336;ابزاری;69.1624838968;1.0;[[1857, 1]]
9337;نسخ;69.1624838968;1.0;[[1857, 1]]
9338;led;43.6255667657;1.0;[[1858, 1]]
9339;32lb551dخریدیم;43.6255667657;1.0;[[1858, 1]]
9340;رابه;43.6255667657;1.0;[[1858, 1]]
9341;درگاه;87.2511335314;1.0;[[1858, 2]]
9342;usb;130.876700297;1.0;[[1858, 3]]
9343;تلویزون;43.6255667657;1.0;[[1858, 1]]
9344;ظبط;43.6255667657;1.0;[[1858, 1]]
9345;پیامی;43.6255667657;1.0;[[1858, 1]]
9346;ازما;43.6255667657;1.0;[[1858, 1]]
9347;میخواهد;43.6255667657;1.0;[[1858, 1]]
9348;hdd;43.6255667657;1.0;[[1858, 1]]
9349;فیلمهای;275.090326206;2.0;[[1858, 1], [2283, 1]]
9350;هایب;43.6255667657;1.0;[[1858, 1]]
9351;مبتدی;42.3233110413;1.0;[[1859, 1]]
9352;زوم;84.6466220827;1.0;[[1859, 2]]
9353;نمایشگر;42.3233110413;1.0;[[1859, 1]]
9354;باکیفیت;42.3233110413;1.0;[[1859, 1]]
9355;کامپکت;42.3233110413;1.0;[[1859, 1]]
9356;dslr;42.3233110413;1.0;[[1859, 1]]
9357;لنز;42.3233110413;1.0;[[1859, 1]]
9358;3x;42.3233110413;1.0;[[1859, 1]]
9359;کامپکته;42.3233110413;1.0;[[1859, 1]]
9360;شیء;42.3233110413;1.0;[[1859, 1]]
9361;جیمیل;76.639509183;1.0;[[1860, 2]]
9362;ایمیلایی;76.639509183;1.0;[[1860, 2]]
9363;سطل;76.639509183;1.0;[[1860, 2]]
9364;آشغال;76.639509183;1.0;[[1860, 2]]
9365;جیمیلم;38.3197545915;1.0;[[1860, 1]]
9366;هک;629.609893167;3.0;[[1861, 1], [1863, 2], [2783, 1]]
9367;کامپیوترم;527.830760623;4.0;[[1862, 1], [1865, 1], [1875, 1], [2027, 1]]
9368;برایه;52.512256292;1.0;[[1862, 1]]
9369;مجموع;52.512256292;1.0;[[1862, 1]]
9370;بپر;52.512256292;1.0;[[1862, 1]]
9371;دازم;52.512256292;1.0;[[1862, 1]]
9372;تقدیر;27.8006062723;1.0;[[1863, 1]]
9373;Wi;27.8006062723;1.0;[[1863, 1]]
9374;Fi;27.8006062723;1.0;[[1863, 1]]
9375;فلان;27.8006062723;1.0;[[1863, 1]]
9376;تلگرام;27.8006062723;1.0;[[1863, 1]]
9377;کرداون;27.8006062723;1.0;[[1863, 1]]
9378;بدوندانلود;27.8006062723;1.0;[[1863, 1]]
9379;کلیپ;27.8006062723;1.0;[[1863, 1]]
9380;ضعیفه;27.8006062723;1.0;[[1863, 1]]
9381;دامین;144.186195243;1.0;[[1864, 3]]
9382;ویژگیهایی;48.0620650808;1.0;[[1864, 1]]
9383;بترتیب;48.0620650808;1.0;[[1864, 1]]
9384;امنیتشون;48.0620650808;1.0;[[1864, 1]]
9385;موس;72.7092779428;1.0;[[1865, 1]]
9386;مینویسه;72.7092779428;1.0;[[1865, 1]]
9387;device;72.7092779428;1.0;[[1865, 1]]
9388;installe;72.7092779428;1.0;[[1865, 1]]
9389;no;72.7092779428;1.0;[[1865, 1]]
9390;audio;72.7092779428;1.0;[[1865, 1]]
9391;outputدرایور;72.7092779428;1.0;[[1865, 1]]
9392;unistall;72.7092779428;1.0;[[1865, 1]]
9393;قسمتي;59.0762883285;1.0;[[1866, 1]]
9394;دوربين;59.0762883285;1.0;[[1866, 1]]
9395;بدليل;177.156187909;2.0;[[1866, 1], [1868, 1]]
9396;فرمت;190.128723408;2.0;[[1866, 1], [2295, 1]]
9397;M2U01852;59.0762883285;1.0;[[1866, 1]]
9398;mpg;59.0762883285;1.0;[[1866, 1]]
9399;PFILE;59.0762883285;1.0;[[1866, 1]]
9400;چندين;59.0762883285;1.0;[[1866, 1]]
9401;Converter;59.0762883285;1.0;[[1866, 1]]
9402;راهكار;59.0762883285;1.0;[[1866, 1]]
9403;مفیدی;177.223165674;2.0;[[1867, 1], [1934, 1]]
9404;گرداندن;70.8915459942;1.0;[[1867, 1]]
9405;فولدرهای;87.4024579251;2.0;[[1867, 1], [1877, 1]]
9406;recovery;141.783091988;1.0;[[1867, 2]]
9407;my;70.8915459942;1.0;[[1867, 1]]
9408;file;141.783091988;1.0;[[1867, 2]]
9409;active;70.8915459942;1.0;[[1867, 1]]
9410;اينجانب;135.03151618;1.0;[[1868, 1]]
9411;كلمات;135.03151618;1.0;[[1868, 1]]
9412;سربرگ;135.03151618;1.0;[[1868, 1]]
9413;راسخون;135.03151618;1.0;[[1868, 1]]
9414;متقاطع;135.03151618;1.0;[[1868, 1]]
9415;فایزفاکس;123.289645207;1.0;[[1869, 1]]
